기간,품목명,국가명,수출중량(톤),수출금액(천불),수입중량(톤),수입금액(천불)
2021,리튬,싱가포르,0,0,0,0
2021,리튬,UAE,,,,
2021,리튬,아르헨티나,0,0,1888,16855
2021,리튬,영국,0,0,10,86
2021,리튬,인도,0,0,0,1
2021,리튬,인도네시아,2,146,0,0
2021,리튬,일본,357,4270,1,29
2021,리튬,중국,3303,36444,47414,607960
2021,리튬,칠레,0,0,42216,388076
2021,리튬,카자흐스탄,,,,
2021,리튬,캐나다,0,0,0,0
2021,리튬,크로아티아,,,,
2021,리튬,태국,0,0,0,0
2021,리튬,파키스탄,0,3,0,0
2021,리튬,폴란드,0,0,0,0
2021,리튬,헝가리,77,1959,0,0
2021,리튬,홍콩,0,0,0,1
2020,토상흑연,네덜란드,0,0,0,1
2020,토상흑연,대만,0,0,0,8
2020,토상흑연,독일,0,0,98,479
2020,토상흑연,마다가스카르,0,0,0,0
2020,토상흑연,말레이시아,0,0,0,0
2020,토상흑연,미국,0,0,1081,6708
2020,토상흑연,베트남,2,59,64,6
2020,토상흑연,벨라루스,0,0,0,0
2020,토상흑연,스리랑카,0,0,123,400
2020,토상흑연,스웨덴,0,0,0,0
2020,토상흑연,스위스,0,0,0,0
2020,토상흑연,UAE,,,,
2020,토상흑연,영국,0,0,29,105
2020,토상흑연,오스트리아,0,0,1,9
2020,토상흑연,이탈리아,,,,
2020,토상흑연,인도,1,8,0,0
2020,토상흑연,인도네시아,12,7,0,0
2020,토상흑연,일본,0,1,105,360
2020,토상흑연,중국,364,811,33473,79449
2020,토상흑연,체코공화국,0,0,0,0
2020,토상흑연,캐나다,0,0,0,4
2020,토상흑연,크로아티아,0,0,0,0
2020,토상흑연,탄자니아,0,0,20,11
2020,토상흑연,태국,13,21,0,0
2020,토상흑연,터키,0,0,0,0
2020,토상흑연,포르투갈,0,0,0,1
2020,토상흑연,폴란드,,,,
2020,토상흑연,프,,,,
2020,토상흑연,호주,,,,
2020,토상흑연,홍콩,,,,
2021,토상흑연,네덜란드,,,,
2021,토상흑연,대만,0,0,0,31
2021,토상흑연,독일,0,0,123,611
2021,토상흑연,마다가스카르,,,,
2021,토상흑연,말레이시아,,,,
2021,토상흑연,미국,0,0,1163,7483
2021,토상흑연,베트남,1,15,0,0
2021,토상흑연,벨라루스,,,,
2021,토상흑연,스리랑카,0,0,171,580
2021,토상흑연,스웨덴,0,0,0,0
2021,토상흑연,스위스,,,,
2021,토상흑연,UAE,0,0,0,0
2021,토상흑연,영국,0,0,32,197
2021,토상흑연,오스트리아,0,0,2,12
2021,토상흑연,이탈리아,0,0,0,0
2021,토상흑연,인도,1,9,0,0
2021,토상흑연,인도네시아,7,4,0,0
2021,토상흑연,일본,0,0,121,390
2021,토상흑연,중국,309,922,39448,85453
2021,토상흑연,체코공화국,0,0,0,0
2021,토상흑연,캐나다,0,0,0,2
2021,토상흑연,크로아티아,,,,
2021,토상흑연,탄자니아,,,,
2021,토상흑연,태국,22,35,0,0
2021,토상흑연,터키,,,,
2021,토상흑연,포르투갈,,,,
2021,토상흑연,폴란드,0,0,0,0
2021,토상흑연,프,0,0,0,0
2021,토상흑연,호주,0,0,0,0
2021,토상흑연,홍콩,0,0,0,0
2020,인상흑연,대만,0,71,0,0
2020,인상흑연,독일,21,65,1476,4066
2020,인상흑연,마다가스카르,0,0,0,0
2020,인상흑연,모잠비크,0,0,0,0
2020,인상흑연,미국,0,0,1,21
2020,인상흑연,브라질,0,0,39,125
2020,인상흑연,스리랑카,0,0,0,2
2020,인상흑연,스위스,0,0,0,0
2020,인상흑연,싱가포르,0,65,0,0
2020,인상흑연,영국,0,0,2,9
2020,인상흑연,오만,,,,
2020,인상흑연,오스트리아,0,0,2,10
2020,인상흑연,인도,0,0,0,0
2020,인상흑연,일본,18,13,80,447
2020,인상흑연,중국,20,121,10124,9857
2020,인상흑연,체코공화국,0,0,1,6
2020,인상흑연,캐나다,0,0,36,136
2020,인상흑연,태국,4,17,0,0
2020,인상흑연,프랑스,,,,
2020,인상흑연,호주,0,0,0,0
2020,인상흑연,홍콩,0,0,0,0
2021,인상흑연,대만,0,113,0,0
2021,인상흑연,독일,0,0,1104,3578
2021,인상흑연,마다가스카르,0,0,18,9
2021,인상흑연,모잠비크,,,,
2021,인상흑연,미국,0,0,9,54
2021,인상흑연,브라질,0,0,101,291
2021,인상흑연,스리랑카,,,,
2021,인상흑연,스위스,,,,
2021,인상흑연,싱가포르,0,49,0,0
2021,인상흑연,영국,0,0,1,4
2021,인상흑연,오만,0,0,0,0
2021,인상흑연,오스트리아,0,0,2,8
2021,인상흑연,인도,,,,
2021,인상흑연,일본,40,227,98,515
2021,인상흑연,중국,,,10047,11563
2021,인상흑연,체코공화국,0,0,,
2021,인상흑연,태국,11,47,15,67
2021,인상흑연,캐나다,0,0,0,0
2021,인상흑연,프랑스,0,0,0,0
2021,인상흑연,호주,,,,
2021,인상흑연,홍콩,,,,
2020,형석,남아프리카공화국,,,,
2020,형석,네덜란드,0,0,0,11
2020,형석,대 만,0,0,8,2
2020,형석,멕 시 코,0,0,3861,1424
2020,형석,모잠비크,,,,
2020,형석,몽 골,0,1,2819,1082
2020,형석,미 국,0,0,3,13
2020,형석,베 트 남,,,,
2020,형석,스 웨 덴,0,0,14,45
2020,형석,싱가포르,,,, 
2020,형석,아프가니스탄,0,0,2816,911
2020,형석,이탈리아,,,, 
2020,형석,인 도,0,0,40,27
2020,형석,일 본,0,0,16274,5891
2020,형석,중 국,191,84,41186,15203
2020,형석,태국,0,1,0,0
2020,형석,파키스탄,0,0,3452,908
2020,형석,필리핀,0,0,0,0
2020,형석,호주,0,0,0,0
2021,형석,남아프리카공화국,0,0,0,0
2021,형석,네덜란드,0,0,0,6
2021,형석,대 만,,,,
2021,형석,멕 시 코,0,0,22672,8537
2021,형석,모잠비크,0,0,0,0
2021,형석,몽 골,0,0,2819,1082
2021,형석,미 국,0,0,0,3
2021,형석,베 트 남,0,0,0,0
2021,형석,스 웨 덴,0,0,13,47
2021,형석,싱가포르,0,0,0,0
2021,형석,아프가니스탄,0,0,1153,570
2021,형석,이탈리아,0,0,0,0
2021,형석,인 도,,,,
2021,형석,일 본,0,0,3250,1165
2021,형석,중 국,249,146,36256,16024
2021,형석,태국,0,0,0,0
2021,형석,파키스탄,0,0,13789,3510
2021,형석,필리핀,,,,
2021,형석,호주,,,,
2020,석회석류,과테말라,,,,
2020,석회석류,그 리 스,0,0,184,67
2020,석회석류,네덜란드,0,0,0,0
2020,석회석류,노르웨이,0,0,416,118
2020,석회석류,뉴질랜드,,,,
2020,석회석류,대 만,,,,
2020,석회석류,독 일,0,4,300,105
2020,석회석류,마케도니아,0,0,149,57
2020,석회석류,말레이시아,10,4,7,3
2020,석회석류,멕 시 코,62,11,0,0
2020,석회석류,모 로 코,0,0,50,15
2020,석회석류,몰타,0,0,0,0
2020,석회석류,몽 골,163,14,0,0
2020,석회석류,미 국,16,5,1257,367
2020,석회석류,미얀마,,,,
2020,석회석류,베 트 남,67,60,1253816,26435
2020,석회석류,브 라 질,0,0,0,0
2020,석회석류,스 웨 덴,1,1,0,0
2020,석회석류,스 페 인,0,0,154,38
2020,석회석류,싱가포르,0,0,0,0
2020,석회석류,UAE,,,,
2020,석회석류,앙골라,1,39,0,0
2020,석회석류,에스토니아,0,0,0,0
2020,석회석류,영 국,0,6,12,4
2020,석회석류,오 만,0,0,129,50
2020,석회석류,오스트리아,0,0,0,0
2020,석회석류,우즈베키스탄,1,0,0,0
2020,석회석류,이 라 크,0,0,0,0
2020,석회석류,이 란,0,0,0,1
2020,석회석류,이 집 트,0,0,102,14
2020,석회석류,이탈리아,0,0,1240,357
2020,석회석류,인 도,4,25,115,18
2020,석회석류,인도네시아,120,36,504,94
2020,석회석류,일 본,277958,5927,1730675,34435
2020,석회석류,중 국,20192,2894,25102,2366
2020,석회석류,카 타 르,0,4,0,0
2020,석회석류,캄보디아,,,,
2020,석회석류,캐 나 다,,,,
2020,석회석류,태 국,42,5,0,0
2020,석회석류,터 키,4,1,883,245
2020,석회석류,파키스탄,0,0,105,17
2020,석회석류,포르투갈,0,0,0,0
2020,석회석류,프 랑 스,0,0,0,0
2020,석회석류,필 리 핀,44,15,0,0
2020,석회석류,호 주,,,,
2020,석회석류,홍콩,,,,
2021,석회석류,과테말라,0,0,41,23
2021,석회석류,그 리 스,0,0,0,0
2021,석회석류,네덜란드,0,0,0,0
2021,석회석류,노르웨이,0,0,1380,337
2021,석회석류,뉴질랜드,0,0,0,1
2021,석회석류,대 만,0,0,60,11
2021,석회석류,독 일,0,1,352,140
2021,석회석류,마케도니아,,,,
2021,석회석류,말레이시아,0,0,0,0
2021,석회석류,멕 시 코,0,0,0,0
2021,석회석류,모 로 코,0,0,582,130
2021,석회석류,몰타,,,,
2021,석회석류,몽 골,69,9,0,0
2021,석회석류,미 국,65,12,1207,466
2021,석회석류,미얀마,0,1,0,0
2021,석회석류,베 트 남,66,13,472123,13864
2021,석회석류,브 라 질,1,5,0,0
2021,석회석류,스 웨 덴,,,,
2021,석회석류,스 페 인,0,0,166,48
2021,석회석류,싱가포르,0,1,0,0
2021,석회석류,UAE,0,0,0,0
2021,석회석류,앙골라,,,,
2021,석회석류,에스토니아,,,,
2021,석회석류,영 국,0,0,3,2
2021,석회석류,오 만,0,0,696,622
2021,석회석류,오스트리아,,,,
2021,석회석류,우즈베키스탄,210,21,0,0
2021,석회석류,이 라 크,,,,
2021,석회석류,이 란,,,,
2021,석회석류,이 집 트,0,0,0,0
2021,석회석류,이탈리아,0,0,1081,341
2021,석회석류,인 도,1,4,0,1
2021,석회석류,인도네시아,168,60,6,1
2021,석회석류,일 본,317548,7512,1752712,34592
2021,석회석류,중 국,22773,3387,45857,3822
2021,석회석류,카 타 르,,,,
2021,석회석류,캄보디아,0,1,0,0
2021,석회석류,캐 나 다,0,0,0,0
2021,석회석류,태 국,20,3,0,0
2021,석회석류,터 키,0,0,558,152
2021,석회석류,파키스탄,0,0,26,5
2021,석회석류,포르투갈,0,0,0,0
2021,석회석류,프 랑 스,0,0,27,15
2021,석회석류,필 리 핀,27,6,154766,4066
2021,석회석류,호 주,2,35,0,0
2021,석회석류,홍콩,7,1,0,0
2020,규석,남아프리카공화국,0,0,0,0
2020,규석,네덜란드,0,0,1411,316
2020,규석,뉴질랜드,12,8,0,0
2020,규석,대 만,44,16,435,329
2020,규석,덴마크,0,0,0,1
2020,규석,독 일,0,0,1251,415
2020,규석,라이베리아,0,0,0,0
2020,규석,러시아연방,484,1010,0,0
2020,규석,마다가스카르,0,0,0,0
2020,규석,말레이시아,0,0,0,0
2020,규석,미 국,11878,4360,33,39
2020,규석,베 트 남,26,37,300,43
2020,규석,벨 기 에,0,0,767,234
2020,규석,사우디아라비아,,,,
2020,규석,스리랑카,0,0,3414,768
2020,규석,싱가포르,0,0,0,0
2020,규석,영 국,,,,
2020,규석,우크라이나,,,,
2020,규석,이탈리아,0,0,68,58
2020,규석,인 도,0,0,45820,4925
2020,규석,인도네시아,,,,
2020,규석,일 본,6516,306,70,108
2020,규석,중 국,1765,1108,70709,19498
2020,규석,카자흐스탄,0,0,0,0
2020,규석,캐 나 다,318,122,0,0
2020,규석,태 국,,,,
2020,규석,터 키,2,1,8504,1816
2020,규석,파키스탄,0,0,1564,161
2020,규석,프랑스,0,3,0,0
2020,규석,호 주,0,0,0,0
2020,규석,홍 콩,0,0,0,0
2021,규석,남아프리카공화국,,,,
2021,규석,네덜란드,0,0,1006,250
2021,규석,뉴질랜드,,,,
2021,규석,대 만,31,19,881,754
2021,규석,덴마크,,,,
2021,규석,독 일,0,0,987,364
2021,규석,라이베리아,,,,
2021,규석,러시아연방,0,0,3,6
2021,규석,마다가스카르,,,,
2021,규석,말레이시아,0,0,0,0
2021,규석,미 국,19942,7874,27,43
2021,규석,베 트 남,91,43,440,70
2021,규석,벨 기 에,0,0,1827,478
2021,규석,사우디아라비아,0,0,0,0
2021,규석,스리랑카,0,0,1145,262
2021,규석,싱가포르,0,0,0,0
2021,규석,영 국,0,0,0,1
2021,규석,우크라이나,0,0,0,0
2021,규석,이탈리아,0,0,0,1
2021,규석,인 도,0,0,57865,6755
2021,규석,인도네시아,0,0,1,1
2021,규석,일 본,2109,152,34,63
2021,규석,중 국,3433,2101,81945,25777
2021,규석,카자흐스탄,,,,
2021,규석,캐 나 다,0,0,0,0
2021,규석,태 국,1560,497,0,0
2021,규석,터 키,4,2,5340,1304
2021,규석,파키스탄,0,0,384,39
2021,규석,프랑스,0,1,0,1
2021,규석,호 주,0,2,0,0
2021,규석,홍 콩,0,0,0,0
2020,마그네사이트,그리스,0,0,577,556
2020,마그네사이트,나이지리아,19,139,0,0
2020,마그네사이트,네덜란드,0,0,299,258
2020,마그네사이트,대 만,143,80,3,6
2020,마그네사이트,덴마크,0,0,0,0
2020,마그네사이트,독 일,0,0,65,379
2020,마그네사이트,러시아연방,1,110,4,8
2020,마그네사이트,말레이시아,112,75,0,0
2020,마그네사이트,멕시코,1,3,0,0
2020,마그네사이트,미 국,6,11,437,795
2020,마그네사이트,베트남,49,90,0,0
2020,마그네사이트,볼리비아,0,1,0,0
2020,마그네사이트,불가리아,,,,
2020,마그네사이트,사우디아라비아,0,0,109,67
2020,마그네사이트,스리랑카,0,0,0,0
2020,마그네사이트,스위스,,,,
2020,마그네사이트,스페인,0,0,0,1
2020,마그네사이트,싱가포르,105,62,0,0
2020,마그네사이트,UAE,55,83,0,0
2020,마그네사이트,영 국,0,0,40,115
2020,마그네사이트,오스트리아,,,,
2020,마그네사이트,이스라엘,0,0,478,975
2020,마그네사이트,이집트,0,1,0,0
2020,마그네사이트,이탈리아,0,0,59,97
2020,마그네사이트,인 도,70,43,28,53
2020,마그네사이트,인도네시아,299,226,0,0
2020,마그네사이트,일 본,260,142,8971,10185
2020,마그네사이트,중 국,239,239,190132,53348
2020,마그네사이트,체코공화국,0,0,0,12
2020,마그네사이트,캐나다,0,0,0,0
2020,마그네사이트,태 국,0,0,0,0
2020,마그네사이트,터 키,0,0,41,25
2020,마그네사이트,파키스탄,0,0,0,0
2020,마그네사이트,폴란드,,,,
2020,마그네사이트,프랑스,0,0,20,88
2020,마그네사이트,필리핀,,,,
2020,마그네사이트,헝가리,2,3,0,0
2020,마그네사이트,홍 콩,1,2,0,2
2021,마그네사이트,그리스,0,0,659,591
2021,마그네사이트,나이지리아,,,,
2021,마그네사이트,네덜란드,0,0,35,40
2021,마그네사이트,대 만,287,189,0,0
2021,마그네사이트,덴마크,,,,
2021,마그네사이트,독 일,10,43,138,847
2021,마그네사이트,러시아연방,0,17,14,25
2021,마그네사이트,말레이시아,112,145,0,0
2021,마그네사이트,멕시코,7,26,0,0
2021,마그네사이트,미 국,1,17,669,1225
2021,마그네사이트,베트남,75,128,3,4
2021,마그네사이트,볼리비아,,,,
2021,마그네사이트,불가리아,0,0,0,4
2021,마그네사이트,사우디아라비아,0,0,262,162
2021,마그네사이트,스리랑카,,,,
2021,마그네사이트,스위스,0,0,0,0
2021,마그네사이트,스페인,0,0,0,9
2021,마그네사이트,싱가포르,1,10,0,0
2021,마그네사이트,UAE,5,13,0,0
2021,마그네사이트,영 국,0,0,61,151
2021,마그네사이트,오스트리아,0,0,0,0
2021,마그네사이트,이스라엘,0,0,456,998
2021,마그네사이트,이집트,,,,
2021,마그네사이트,이탈리아,0,0,7,12
2021,마그네사이트,인 도,27,46,46,147
2021,마그네사이트,인도네시아,177,218,0,0
2021,마그네사이트,일 본,60,44,8403,9922
2021,마그네사이트,중 국,58,158,237674,98537
2021,마그네사이트,체코공화국,0,0,0,0
2021,마그네사이트,캐나다,,,,
2021,마그네사이트,태 국,0,0,0,0
2021,마그네사이트,터 키,0,0,80,45
2021,마그네사이트,파키스탄,0,0,0,0
2021,마그네사이트,폴란드,0,0,0,0
2021,마그네사이트,프랑스,0,0,46,104
2021,마그네사이트,필리핀,0,0,0,0
2021,마그네사이트,헝가리,2,3,0,0
2021,마그네사이트,홍 콩,2,4,0,0
2020,무연탄,남아프리카공화국,0,0,12,6
2020,무연탄,대만,,,,
2020,무연탄,독일,0,0,0,0
2020,무연탄,러시아연방,0,0,3210624,285796
2020,무연탄,말레이시아,54,31,0,0
2020,무연탄,멕시코,,,,
2020,무연탄,미얀마,,,,
2020,무연탄,베 트 남,0,0,82360,12811
2020,무연탄,UAE,12,8,0,0
2020,무연탄,에티오피아,0,2,0,0
2020,무연탄,인도네시아,0,0,37236,2441
2020,무연탄,일본,,,,
2020,무연탄,중 국,101,26,213140,36527
2020,무연탄,태 국,0,0,40,10
2020,무연탄,페루,0,0,87676,9204
2020,무연탄,필 리 핀,35,5,48,9
2020,무연탄,호 주,0,0,2654896,264110
2021,무연탄,남아프리카공화국,,,,
2021,무연탄,대만,55,44,0,0
2021,무연탄,독일,,,,
2021,무연탄,러시아연방,0,0,2617288,362847
2021,무연탄,말레이시아,34,20,0,0
2021,무연탄,멕시코,5,4,0,0
2021,무연탄,미얀마,214,52,0,0
2021,무연탄,베 트 남,4,14,208280,35267
2021,무연탄,UAE,13,3,0,0
2021,무연탄,에티오피아,,,,
2021,무연탄,인도네시아,10,30,0,0
2021,무연탄,일본,0,0,0,1
2021,무연탄,중 국,0,0,67040,14460
2021,무연탄,태 국,2,2,0,0
2021,무연탄,페루,0,0,91680,8077
2021,무연탄,필 리 핀,92,38,0,0
2021,무연탄,호 주,0,0,3490636,468574
2020,유연탄,나이지리아,0,0,0,0
2020,유연탄,남아프리카공화국,0,0,1540016,95357
2020,유연탄,네덜란드,0,0,0,0
2020,유연탄,뉴질랜드,0,0,215419,21675
2020,유연탄,덴마크,,,,
2020,유연탄,러시아연방,0,0,23284856,1682122
2020,유연탄,모잠비크,0,0,860531,109577
2020,유연탄,몽골,0,0,2,0
2020,유연탄,미 국,0,0,3735263,412674
2020,유연탄,싱가포르,0,0,0,0
2020,유연탄,영국,0,0,0,0
2020,유연탄,인도,,,,
2020,유연탄,인도네시아,0,0,23101810,1197624
2020,유연탄,일본,0,0,0,0
2020,유연탄,중국,0,0,1084125,130726
2020,유연탄,캐나다,0,0,11836195,1175223
2020,유연탄,콜롬비아,0,0,4897643,356357
2020,유연탄,터키,,,,
2020,유연탄,페루,0,0,0,0
2020,유연탄,포루투갈,0,0,0,0
2020,유연탄,필리핀,0,0,75925,2701
2020,유연탄,호주,0,0,44741608,3620711
2021,유연탄,나이지리아,,,,
2021,유연탄,남아프리카공화국,0,0,2872362,358967
2021,유연탄,네덜란드,0,0,0,0
2021,유연탄,뉴질랜드,0,0,330077,45819
2021,유연탄,덴마크,0,0,152289,12394
2021,유연탄,러시아연방,0,0,19336265,2203388
2021,유연탄,모잠비크,0,0,1263719,222633
2021,유연탄,몽골,0,0,0,0
2021,유연탄,미 국,0,0,3035614,304217
2021,유연탄,싱가포르,0,0,0,0
2021,유연탄,영국,0,0,0,0
2021,유연탄,인도,0,0,85948,5584
2021,유연탄,인도네시아,0,0,18919109,1514197
2021,유연탄,일본,0,0,0,0
2021,유연탄,중국,0,0,248442,41740
2021,유연탄,캐나다,0,0,9991706,1172955
2021,유연탄,콜롬비아,0,0,2793417,285969
2021,유연탄,터키,0,0,0,0
2021,유연탄,페루,,,,
2021,유연탄,포루투갈,,,,
2021,유연탄,필리핀,0,0,380506,26734
2021,유연탄,호주,0,0,57696256,7290879
2020,갈탄,미국,,,,
2020,갈탄,인도,,,,
2020,갈탄,일본,0,0,1,5
2020,갈탄,중국,0,0,40,7
2020,갈탄,캐나다,,,,
2020,갈탄,헝가리,0,0,38,18
2020,갈탄,호주,0,0,25,26
2021,갈탄,미국,0,0,0,0
2021,갈탄,인도,0,0,1,0
2021,갈탄,일본,,,,
2021,갈탄,중국,,,,
2021,갈탄,캐나다,0,0,0,0
2021,갈탄,헝가리,,,,
2021,갈탄,호주,0,0,25,26
2020,토탄,그리스,,,,
2020,토탄,네덜란드,0,0,8342,1587
2020,토탄,네팔,,,,
2020,토탄,덴마크,,,,
2020,토탄,독일,0,0,3941,1052
2020,토탄,라트비아,0,0,47574,10177
2020,토탄,러시아연방,0,0,24012,1430
2020,토탄,리투아니아,0,0,3839,964
2020,토탄,미국,0,0,136,109
2020,토탄,미얀마,18,5,0,0
2020,토탄,베트남,0,0,20,3
2020,토탄,벨기에,0,0,109,37
2020,토탄,벨라루스,0,0,24,2
2020,토탄,스리랑카,0,0,0,0
2020,토탄,스웨덴,0,0,554,349
2020,토탄,UAE,,,,
2020,토탄,에스토니아,0,0,6399,1039
2020,토탄,우크라이나,0,0,0,0
2020,토탄,이탈리아,,,,
2020,토탄,인도,,,,
2020,토탄,일본,14,41,3,7
2020,토탄,중국,0,0,161,52
2020,토탄,캐나다,0,0,3850,1531
2020,토탄,폴란드,0,0,2044,421
2020,토탄,핀란드,0,0,377,119
2020,토탄,호주,,,,
2021,토탄,그리스,0,0,43,22
2021,토탄,네덜란드,0,0,6561,2073
2021,토탄,네팔,0,0,0,0
2021,토탄,덴마크,0,0,21,11
2021,토탄,독일,0,0,3109,792
2021,토탄,라트비아,0,0,64260,15832
2021,토탄,러시아연방,0,0,26674,2430
2021,토탄,리투아니아,0,0,4454,1292
2021,토탄,미국,0,0,43,43
2021,토탄,미얀마,18,9,0,0
2021,토탄,베트남,1,0,0,0
2021,토탄,벨기에,0,0,1033,378
2021,토탄,벨라루스,,,,
2021,토탄,스리랑카,0,0,0,0
2021,토탄,스웨덴,,,,
2021,토탄,UAE,0,0,0,0
2021,토탄,에스토니아,0,0,8095,1889
2021,토탄,우크라이나,0,0,25,5
2021,토탄,이탈리아,0,0,25,16
2021,토탄,인도,19,2,0,0
2021,토탄,일본,20,73,0,0
2021,토탄,중국,0,0,100,21
2021,토탄,캐나다,0,0,3364,1421
2021,토탄,폴란드,0,0,747,253
2021,토탄,핀란드,0,0,0,0
2021,토탄,호주,0,0,26500,2279
